,click,hour,C1,banner_pos,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,device_model_int
54758,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100077,48,-7632338568305672318
54759,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,6574997430427829896
54760,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,4297162682557791220
54761,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,-6043826374048643121
54762,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-3130634972019121531
54763,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,100170,157,8992201676742393636
54764,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100148,157,4452355107376042591
54765,0,14102100,1005,0,1,0,20355,216,36,2333,0,39,-1,157,1430142876737896968
54766,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,7123438717538836810
54767,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,2297852971175655885
54768,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,6548076158461573965
54769,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,5846719576061300330
54770,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-3130634972019121531
54771,0,14102100,1002,0,0,0,17914,320,50,2043,2,39,100083,32,8117131734347186021
54772,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7741261153921945767
54773,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,100083,33,-8714071520106422825
54774,0,14102100,1005,0,1,3,15704,320,50,1722,0,35,100084,79,-2493367402798916035
54775,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
54776,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,100130,157,4452355107376042591
54777,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-5585769608137076539
54778,1,14102100,1005,0,1,0,19666,300,250,2253,2,303,-1,52,8492592876795568913
54779,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-5497470920203784452
54780,0,14102100,1005,0,1,0,20984,320,50,2371,0,551,100217,46,3608516050724716813
54781,0,14102100,1005,0,1,0,19743,320,50,2264,3,427,100000,61,6649066761853408342
54782,0,14102100,1005,1,1,0,20352,320,50,2333,0,39,100075,157,-3130634972019121531
54783,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,-3130634972019121531
54784,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-3130634972019121531
54785,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,7090997833464111984
54786,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-2400754558667974282
54787,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,-3080848871416834294
54788,0,14102100,1005,0,1,0,20355,216,36,2333,0,39,-1,157,-8714071520106422825
54789,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,-8524845869631428841
54790,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100083,79,6574997430427829896
54791,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,292985166119932725
54792,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,5184799631663007106
54793,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,1870610864071478492
54794,0,14102100,1005,0,1,0,16208,320,50,1800,3,167,100079,23,-4796532973082693623
54795,0,14102100,1005,0,1,0,19881,300,50,2271,0,687,-1,48,-5669924662584590059
54796,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-7447863751109610905
54797,1,14102100,1005,0,1,2,15707,320,50,1722,0,35,-1,79,7915586405352128873
54798,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,1392857164009207940
54799,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-6856891405459991794
54800,0,14102100,1005,0,1,0,21234,320,50,2434,3,163,100088,61,6366373493574380340
54801,0,14102100,1005,0,1,2,16615,320,50,1863,3,39,100052,23,-6107237984236328967
54802,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
54803,0,14102100,1002,0,0,0,21683,320,50,2496,3,167,-1,23,248565767808827434
54804,0,14102100,1005,1,1,0,17583,320,50,1991,2,39,-1,33,7741261153921945767
54805,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,9087744846562218625
54806,0,14102100,1002,0,0,0,17914,320,50,2043,2,39,100084,32,-7333838624543931604
54807,0,14102100,1005,0,1,0,20508,320,50,2351,3,163,100020,61,-8363509931419819458
54808,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-6352186044596098517
54809,0,14102100,1005,1,1,0,20355,216,36,2333,0,39,100130,157,-8714071520106422825
54810,0,14102100,1005,0,1,0,21234,320,50,2434,3,163,100088,61,1714146863004546118
54811,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,4303152633828695149
54812,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
54813,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,5846719576061300330
54814,0,14102100,1005,1,1,2,20596,320,50,2161,0,35,-1,157,8372459180536779380
54815,0,14102100,1005,0,1,3,20751,320,50,1895,0,681,100028,101,891865174886290475
54816,1,14102100,1005,1,1,0,20312,320,50,1780,0,1711,100077,48,-1580191961808911986
54817,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,2612455007261219448
54818,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-80052322344914806
54819,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-3080848871416834294
54820,0,14102100,1005,1,1,0,19772,320,50,2227,0,687,100074,48,-6892224247118359062
54821,0,14102100,1005,0,1,2,18993,320,50,2161,0,35,100166,157,2903043493695938226
54822,0,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-1592230961226093697
54823,0,14102100,1007,0,1,2,21640,320,50,2485,3,163,-1,93,4169786977716777693
54824,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-3130634972019121531
54825,0,14102100,1010,1,4,0,20352,320,50,2333,0,39,-1,157,6599400693664098975
54826,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,5360659529384228330
54827,1,14102100,1005,0,1,2,20596,320,50,2161,0,35,100034,157,-6442303702746307342
54828,0,14102100,1005,0,1,0,6563,320,50,572,2,39,-1,32,3314832870957709642
54829,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-8532378189016320154
54830,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,6548076158461573965
54831,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,-1,48,4425522908804875128
54832,1,14102100,1005,1,1,0,17037,320,50,1934,2,39,-1,16,-7447863751109610905
54833,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100083,79,-3130634972019121531
54834,0,14102100,1005,0,1,2,21611,320,50,2480,3,297,100111,61,1391429538096860233
54835,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,7741261153921945767
54836,0,14102100,1005,1,1,0,17262,320,50,1872,3,39,100173,23,2739590049992957860
54837,0,14102100,1005,1,1,0,20352,320,50,2333,0,39,100077,157,-3130634972019121531
54838,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-7902881721453091973
54839,0,14102100,1005,1,1,0,20363,216,36,2333,0,39,100081,157,-4796532973082693623
54840,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,5759171343960431069
54841,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-3130634972019121531
54842,0,14102100,1005,0,1,3,18993,320,50,2161,0,35,-1,157,3873677487663381506
54843,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,7090997833464111984
54844,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100210,157,7058125933653536556
54845,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-3080848871416834294
54846,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100083,79,-3130634972019121531
54847,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-8822488084725079259
54848,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-80052322344914806
54849,1,14102100,1005,0,1,0,14988,320,50,1637,0,161,100046,91,-2352106411337977820
54850,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7090997833464111984
54851,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-5500102211152890747
54852,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,-3130634972019121531
54853,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,-80052322344914806
54854,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,-6043826374048643121
54855,0,14102100,1005,1,1,2,20596,320,50,2161,0,35,-1,157,-227062044999338968
54856,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,5846719576061300330
54857,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-3130634972019121531
54858,1,14102100,1005,0,1,0,15017,320,50,1637,0,161,100046,91,7090997833464111984
54859,1,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-7567046467877868451
54860,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-5497470920203784452
54861,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-6314320890974705039
54862,0,14102100,1005,0,1,0,18987,320,50,2158,3,291,-1,61,7859862781110741220
54863,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-1350210658883850328
54864,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,3873677487663381506
54865,0,14102100,1005,0,1,0,20153,320,50,2307,3,163,-1,61,547334152815571415
54866,0,14102100,1005,0,1,2,15016,320,50,1637,0,161,100046,91,7915586405352128873
54867,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,7741261153921945767
54868,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-80052322344914806
54869,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-8641228997941897917
54870,1,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,152044668760524813
54871,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,-8524845869631428841
54872,0,14102100,1005,0,1,2,6993,320,50,613,2,39,100233,32,-5817668741091696867
54873,0,14102100,1005,0,1,0,19950,320,50,1800,3,167,100074,23,7741261153921945767
54874,0,14102100,1010,1,4,3,21310,320,50,2449,0,163,100105,91,6599400693664098975
54875,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
54876,0,14102100,1005,1,1,0,19950,320,50,1800,3,167,100077,23,137884114573136964
54877,0,14102100,1005,0,1,0,20359,216,36,2333,0,39,-1,157,4503989866846132271
54878,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-7084439546542490053
54879,0,14102100,1005,1,1,0,16071,320,50,1784,2,175,100081,95,1208891101083202038
54880,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,5846719576061300330
54881,0,14102100,1002,0,0,0,15701,320,50,1722,0,35,-1,79,4166922522287775734
54882,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,5846719576061300330
54883,0,14102100,1002,0,0,0,17894,320,50,2039,2,39,100074,32,693553231159451065
54884,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7741261153921945767
54885,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-1515273996000624099
54886,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
54887,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-7283338405576440261
54888,1,14102100,1005,0,1,0,18648,320,50,1092,3,1835,100156,61,547334152815571415
54889,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-3130634972019121531
54890,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100074,48,9071441257055518461
54891,0,14102100,1005,0,1,3,17212,320,50,1887,3,39,100194,23,7880359333386937619
54892,0,14102100,1005,1,1,0,20251,320,50,2323,0,687,100081,48,-5199076900106107196
54893,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-8961289839090382616
54894,1,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-80052322344914806
54895,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-3130634972019121531
54896,0,14102100,1005,0,1,0,18947,320,50,2153,3,427,100063,61,-8857634191257504972
54897,1,14102100,1002,0,0,0,18858,320,50,1882,3,35,-1,13,59384939554845322
54898,0,14102100,1005,0,1,0,12026,320,50,1248,2,39,-1,13,-5550833437374036783
54899,0,14102100,1005,0,1,2,18993,320,50,2161,0,35,-1,157,7060115750559272797
54900,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,-1,48,7737244359246382702
54901,1,14102100,1005,1,1,0,6563,320,50,572,2,39,-1,32,9007618279091367782
54902,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100083,79,-7699311560514132401
54903,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-3130634972019121531
54904,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100077,48,-5057507361040282714
54905,1,14102100,1002,0,0,0,381,300,50,112,3,1319,-1,15,3106822266947709813
54906,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,5642505943159093909
54907,0,14102100,1005,0,1,2,15699,320,50,1722,0,35,100084,79,8708890868380135645
54908,0,14102100,1005,0,1,0,19665,320,50,2253,2,303,100128,52,1562925451495438591
54909,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,-80052322344914806
54910,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,4393259268420223972
54911,0,14102100,1005,1,1,0,16208,320,50,1800,3,167,100075,23,-7447863751109610905
54912,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,7741261153921945767
54913,1,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,5846719576061300330
54914,0,14102100,1002,0,0,0,12225,320,50,1255,0,161,-1,91,-590231796978242250
54915,1,14102100,1010,1,4,3,1269,320,50,196,3,303,-1,15,-7447863751109610905
54916,1,14102100,1005,0,1,0,19665,320,50,2253,2,303,100107,52,-7699311560514132401
54917,1,14102100,1005,0,1,0,17653,300,250,1994,2,39,100083,33,5191890664922779172
54918,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-5497470920203784452
54919,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-8524845869631428841
54920,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,9087744846562218625
54921,0,14102100,1002,0,0,0,6563,320,50,572,2,39,-1,32,-919219231696886166
54922,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-80052322344914806
54923,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,-80052322344914806
54924,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-7871743197361547136
54925,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-6449148530060962954
54926,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7741261153921945767
54927,0,14102100,1002,0,0,0,21665,320,50,2493,3,35,-1,117,-970815962857423718
54928,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,8163576803141325449
54929,1,14102100,1005,0,1,0,16208,320,50,1800,3,167,100075,23,7741261153921945767
54930,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-8587292268327570678
54931,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,7212946024427639472
54932,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,137884114573136964
54933,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,6548076158461573965
54934,0,14102100,1005,0,1,0,17653,300,250,1994,2,39,-1,33,-5925496335085495798
54935,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-3130634972019121531
54936,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,4499108202135611527
54937,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-3130634972019121531
54938,0,14102100,1005,0,1,0,4687,320,50,423,2,39,-1,32,6574997430427829896
54939,1,14102100,1005,0,1,2,15708,320,50,1722,0,35,-1,79,7915586405352128873
54940,0,14102100,1005,0,1,2,15705,320,50,1722,0,35,100084,79,-7846086352442621442
54941,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-4796532973082693623
54942,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,6548076158461573965
54943,0,14102100,1005,0,1,0,6392,320,50,547,3,47,-1,23,-80052322344914806
54944,1,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-5497470920203784452
54945,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,1870610864071478492
54946,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,4976734164543752900
54947,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,7058125933653536556
54948,0,14102100,1005,1,1,0,16071,320,50,1784,2,175,100075,95,-8146982714094823367
54949,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,-5500102211152890747
54950,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-6043826374048643121
54951,1,14102100,1005,1,1,0,17614,320,50,1993,2,1063,100084,33,-6449148530060962954
54952,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100075,48,5295146937600378434
54953,1,14102100,1002,0,0,0,21688,320,50,2496,3,167,100191,23,-8596601259087622892
54954,0,14102100,1005,0,1,2,21400,320,50,1401,0,43,100101,94,4113693541577380224
54955,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,7741261153921945767
54956,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-7447863751109610905
54957,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100075,48,-5057507361040282714
54958,0,14102100,1002,0,0,0,19665,320,50,2253,2,303,-1,52,-4978301166760358900
54959,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,7090997833464111984
54960,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-3466984423254720887
54961,0,14102100,1005,0,1,0,456,320,50,122,3,1319,100126,15,-8291836071428937793
54962,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,3518248527686447543
54963,1,14102100,1005,0,1,2,15010,320,50,1637,0,161,100046,91,3864242487165835918
54964,0,14102100,1005,0,1,0,4687,320,50,423,2,39,-1,32,-7447863751109610905
54965,0,14102100,1005,0,1,0,17653,300,250,1994,2,39,-1,33,-3080848871416834294
54966,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7741261153921945767
54967,0,14102100,1002,0,0,0,21296,300,50,2446,3,171,100228,156,-4791154564170380901
54968,1,14102100,1005,1,1,2,20596,320,50,2161,0,35,-1,157,-227062044999338968
54969,1,14102100,1005,0,1,0,20345,300,250,2331,2,39,-1,23,-810366632623752839
54970,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,2057859897546695813
54971,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,4910527101902682866
54972,0,14102100,1010,1,4,3,21194,320,50,2425,3,427,-1,71,891865174886290475
54973,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,5846719576061300330
54974,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,4499108202135611527
54975,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-6418017284780901676
54976,0,14102100,1005,1,1,0,20366,320,50,2333,0,39,-1,157,7090997833464111984
54977,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,8624300648402269271
54978,0,14102100,1005,1,1,0,20362,320,50,2333,0,39,100074,157,-3130634972019121531
54979,1,14102100,1005,1,1,0,15701,320,50,1722,0,35,-1,79,-3130634972019121531
54980,1,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,7741261153921945767
54981,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,-7902881721453091973
54982,0,14102100,1005,0,1,0,6616,320,50,576,2,35,100130,32,-5497470920203784452
54983,0,14102100,1005,0,1,2,15705,320,50,1722,0,35,-1,79,7915586405352128873
54984,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,9087744846562218625
54985,1,14102100,1005,1,1,0,17037,320,50,1934,2,39,-1,16,-6074956303460670410
54986,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,3518248527686447543
54987,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,-3130634972019121531
54988,0,14102100,1005,0,1,0,17653,300,250,1994,2,39,-1,33,6548076158461573965
54989,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-420139430108653706
54990,0,14102100,1002,0,0,0,16920,320,50,1899,0,431,100077,117,3035619004663523820
54991,1,14102100,1005,1,1,0,17037,320,50,1934,2,39,-1,16,-2895464424291004738
54992,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,1440341119626953472
54993,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-3130634972019121531
54994,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,100083,79,-3130634972019121531
54995,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,-2400754558667974282
54996,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100128,157,-5631732993145030886
54997,0,14102100,1005,0,1,0,21191,320,50,2424,1,161,100193,71,1714146863004546118
54998,0,14102100,1005,1,1,0,19772,320,50,2227,0,687,100077,48,8705019754992104434
54999,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-5497470920203784452
55000,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-5497470920203784452
55001,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,7212946024427639472
55002,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,8163576803141325449
55003,1,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-8532378189016320154
55004,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
55005,0,14102100,1005,0,1,3,20596,320,50,2161,0,35,100037,157,2162002275841550111
55006,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,2297852971175655885
55007,0,14102100,1010,1,4,0,21310,320,50,2449,0,163,100105,91,6599400693664098975
55008,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,4042043507569394401
55009,1,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-5497470920203784452
55010,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,3849664516859298669
55011,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,-5497470920203784452
55012,0,14102100,1002,0,0,0,17081,320,50,1921,3,47,100077,23,8157633713133582144
55013,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,4042043507569394401
55014,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-80052322344914806
55015,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-7699311560514132401
55016,1,14102100,1005,0,1,0,20751,320,50,1895,0,681,100028,101,8803195850246988758
55017,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,7090997833464111984
55018,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-8714071520106422825
55019,0,14102100,1002,0,0,0,21688,320,50,2496,3,167,-1,23,-4978301166760358900
55020,0,14102100,1005,0,1,2,15705,320,50,1722,0,35,100084,79,8708890868380135645
55021,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-5497470920203784452
55022,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-8641228997941897917
55023,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,5100283919091111223
55024,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-6924599831309422189
55025,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-7699311560514132401
55026,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,1208891101083202038
55027,0,14102100,1005,0,1,2,20596,320,50,2161,0,35,100034,157,6897275422980947010
55028,0,14102100,1005,1,1,0,15702,320,50,1722,0,35,100084,79,7058125933653536556
55029,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-6487191576654930009
55030,0,14102100,1005,0,1,0,16407,320,50,1835,1,431,100012,71,3518248527686447543
55031,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,5759171343960431069
55032,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,-7447863751109610905
55033,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-6371283773634659107
55034,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-1255210806560726985
55035,0,14102100,1005,0,1,0,16615,320,50,1863,3,39,-1,23,-8374807330828309765
55036,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-8587292268327570678
55037,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-3130634972019121531
55038,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-7044679037951149376
55039,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-80052322344914806
55040,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,5846719576061300330
55041,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7090997833464111984
55042,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-3130634972019121531
55043,0,14102100,1005,1,1,0,16615,320,50,1863,3,39,-1,23,-80052322344914806
55044,1,14102100,1005,0,1,0,16208,320,50,1800,3,167,-1,23,3314832870957709642
55045,0,14102100,1005,1,1,0,16071,320,50,1784,2,175,100081,95,4133949106663833616
55046,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-3130634972019121531
55047,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-5497470920203784452
55048,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7435872463990148051
55049,1,14102100,1005,0,1,0,17239,320,50,1973,3,39,-1,23,-2500441720473485141
55050,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,-2967684243652131129
55051,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-80052322344914806
55052,0,14102100,1005,0,1,0,16615,320,50,1863,3,39,-1,23,-2400754558667974282
55053,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-3130634972019121531
55054,0,14102100,1005,0,1,2,15703,320,50,1722,0,35,-1,79,6599400693664098975
55055,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-5925496335085495798
55056,0,14102100,1005,0,1,2,15704,320,50,1722,0,35,100084,79,8708890868380135645
55057,0,14102100,1005,0,1,0,20346,300,250,2331,2,39,100034,23,-5497470920203784452
55058,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-3130634972019121531
55059,0,14102100,1005,0,1,0,20153,320,50,2307,3,163,100020,61,6366373493574380340
55060,0,14102100,1005,0,1,0,17653,300,250,1994,2,39,-1,33,4976734164543752900
55061,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
55062,1,14102100,1005,0,1,0,19015,300,250,2162,2,39,-1,33,-5001072419177003897
55063,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7741261153921945767
55064,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-3130634972019121531
